object_key,image_key,source_split,annotation_id,image_id,file_name,image_width,image_height,category_id,category_name,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,altitude_m,gimbal_pitch_deg,drone,video,frame_no,image_path,split,source_side_px,crop_left_px,crop_top_px,crop_right_px,crop_bottom_px,pair_id,target_altitude_m,output_side_px,actual_linear_scale,synthetic_bbox_x,synthetic_bbox_y,synthetic_bbox_width,synthetic_bbox_height,synthetic_bbox_area,calibrated_transmission,calibration_config_sha256,geometry_image_path,calibrated_image_path
train:107672,train:16024,train,107672,16024,16024.jpg,3840,2160,2,boat,1726.0,1156.0,165.0,63.0,10395.0,29.798546784516912,17.0,m210,DJI_0003.mov,0,data/raw/seadronessee/odv2/images/train/16024.jpg,train,1718,950,328,2668,2046,train_00107672,80.0,640,0.3725261932479627,289.0803259604191,308.4516880093132,61.46682188591386,23.469150174621653,1442.574073597233,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00107672.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00107672.png
train:107687,train:16028,train,107687,16028,16028.jpg,3840,2160,2,boat,1073.0,1017.0,154.0,40.0,6160.0,29.798546784516912,17.0,m210,DJI_0003.mov,60,data/raw/seadronessee/odv2/images/train/16028.jpg,train,1718,291,178,2009,1896,train_00107687,80.0,640,0.3725261932479627,291.3154831199069,312.5494761350408,57.36903376018627,14.90104772991851,854.858710279842,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00107687.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00107687.png
train:107691,train:16030,train,107691,16030,16030.jpg,3840,2160,2,boat,1034.0,1095.0,167.0,47.0,7849.0,29.798546784516912,17.0,m210,DJI_0003.mov,90,data/raw/seadronessee/odv2/images/train/16030.jpg,train,1718,258,260,1976,1978,train_00107691,80.0,640,0.3725261932479627,289.0803259604191,311.0593713620489,62.21187427240978,17.50873108265425,1089.2509767835195,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00107691.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00107691.png
train:107751,train:16055,train,107751,16055,16055.jpg,3840,2160,2,boat,2203.0,845.0,462.0,623.0,287826.0,30.19852727826882,65.7,m210,DJI_0003.mov,510,data/raw/seadronessee/odv2/images/train/16055.jpg,train,1695,1586,309,3281,2004,train_00107751,80.0,640,0.3775811209439528,232.96755162241888,202.3834808259587,174.44247787610618,235.2330383480826,41034.63408776464,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00107751.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00107751.png
train:109660,train:16274,train,109660,16274,16274.jpg,3840,2160,2,boat,1113.0,1044.0,193.0,51.0,9843.0,30.09853215483084,21.0,m210,DJI_0010_d3.mov,405,data/raw/seadronessee/odv2/images/train/16274.jpg,train,1701,359,219,2060,1920,train_00109660,80.0,640,0.376249265138154,283.6919459141682,310.40564373897706,72.61610817166373,19.188712522045854,1393.4096241758402,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00109660.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00109660.png
train:109847,train:16288,train,109847,16288,16288.jpg,3840,2160,2,boat,1839.0,1019.0,104.0,89.0,9256.0,29.89854190795489,22.3,m210,DJI_0010_d3.mov,615,data/raw/seadronessee/odv2/images/train/16288.jpg,train,1712,1035,208,2747,1920,train_00109847,80.0,640,0.3738317757009345,300.5607476635514,303.1775700934579,38.87850467289719,33.271028037383175,1293.527819023495,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00109847.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00109847.png
train:110199,train:16322,train,110199,16322,16322.jpg,3840,2160,2,boat,946.0,1053.0,109.0,106.0,11554.0,30.09853215483084,23.6,m210,DJI_0010_d3.mov,1125,data/raw/seadronessee/odv2/images/train/16322.jpg,train,1701,150,256,1851,1957,train_00110199,80.0,640,0.376249265138154,299.4944150499706,299.8706643151088,41.01116990005879,39.88242210464433,1635.6247889594288,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00110199.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00110199.png
train:37380,train:6633,train,37380,6633,6633.jpg,3840,2160,2,boat,1785.0,980.0,257.0,124.0,31868.0,31.59845900640049,26.7,mavic,NorthSea_Fri_DJI_0114.MP4,5295,data/raw/seadronessee/odv2/images/train/6633.jpg,train,1620,1104,232,2724,1852,train_00037380,80.0,640,0.3950617283950617,269.037037037037,295.5061728395062,101.53086419753086,48.98765432098765,4973.758878219783,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00037380.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00037380.png
val:37468,val:6641,val,37468,6641,6641.jpg,3840,2160,2,boat,1453.0,815.0,233.0,113.0,26329.0,31.698454129838463,26.7,mavic,NorthSea_Fri_DJI_0114.MP4,5415,data/raw/seadronessee/odv2/images/val/6641.jpg,train,1615,762,64,2377,1679,val_00037468,80.0,640,0.3962848297213622,273.83281733746134,297.60990712074306,92.3343653250774,44.78018575851394,4134.750031151454,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/val_00037468.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/val_00037468.png
val:37755,val:6665,val,37755,6665,6665.jpg,3840,2160,2,boat,1440.0,803.0,235.0,96.0,22560.0,31.698454129838463,26.7,mavic,NorthSea_Fri_DJI_0114.MP4,5775,data/raw/seadronessee/odv2/images/val/6665.jpg,train,1615,750,44,2365,1659,val_00037755,80.0,640,0.3962848297213622,273.43653250774,300.78018575851394,93.12693498452012,38.04334365325077,3542.8599909900413,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/val_00037755.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/val_00037755.png
